mutant_id	file	base_rc	mut_rc	revert	verdict	detail
Tensile.Common.Utilities.x_ceilDivide__mutmut_10	Tensile/Common/Utilities.py	0	1	ok	KILLED	base_rc=0 mut_rc=1
Tensile.Common.Utilities.x_ceilDivide__mutmut_1	Tensile/Common/Utilities.py	0	0	ok	BAD	base_rc=0 mut_rc=0 revert=ok (expected clean=0 mut_nz=true)
